,turns,winner,increment_code,white_rating,black_rating,opening_name
2638,51,white,5+8,1289,1199,Philidor Defense
2639,115,draw,8+0,1752,1744,Van't Kruijs Opening
2640,48,white,8+0,1740,1812,Van't Kruijs Opening
2641,82,black,20+0,2139,1557,Four Knights Game: Italian Variation
2642,95,draw,30+0,1509,1573,Ruy Lopez: Steinitz Defense
2643,66,black,10+0,1498,1503,Queen's Pawn
2644,99,white,10+0,1499,1468,Bishop's Opening
2645,32,black,10+0,1498,1533,Sicilian Defense
2646,11,white,10+0,1498,1509,Scandinavian Defense
2647,61,white,10+0,1459,1547,Scandinavian Defense
2648,71,white,10+0,1633,1524,Scandinavian Defense
2649,28,black,10+0,1529,1729,Bishop's Opening
2650,107,white,10+0,1520,1468,Queen's Pawn
2651,40,black,10+0,1519,1671,Sicilian Defense
2652,58,black,10+0,1526,1640,Caro-Kann Defense
2653,76,black,12+10,1222,1234,Italian Game
2654,38,black,10+10,1028,1212,French Defense
2655,32,black,10+1,1033,1415,Scandinavian Defense
2656,108,black,10+0,1037,1541,Scandinavian Defense: Mieses-Kotroc Variation
2657,119,white,7+2,1245,1079,Hungarian Opening
2658,82,draw,10+0,1075,1120,French Defense
2659,23,black,10+8,1101,1114,Philidor Defense
2660,11,white,8+0,1071,1191,Philidor Defense
2661,31,white,7+7,1456,1467,Scandinavian Defense
2662,99,white,10+0,1425,1481,Pirc Defense #4
2663,77,black,5+10,1496,1543,Hungarian Opening
2664,57,white,7+5,1521,1507,Pirc Defense #4
2665,128,black,7+7,1711,1456,Owen Defense
2666,68,black,2+20,1457,1466,Queen's Pawn
2667,105,white,12+11,1450,1551,Horwitz Defense
2668,113,white,7+7,1623,1442,French Defense
2669,95,white,7+7,1372,1456,Modern Defense
2670,63,white,7+7,1987,1456,Owen Defense
2671,93,white,5+8,1470,1538,Queen's Pawn
2672,70,black,5+8,1481,1464,Modern Defense
2673,121,white,7+7,1415,1493,Queen's Pawn
2674,93,white,10+12,1655,1499,Scotch Game
2675,89,white,10+0,1487,1547,Queen's Pawn
2676,45,white,7+7,1493,1498,Sicilian Defense
2677,62,black,10+15,1495,1608,Hungarian Opening
2678,70,black,7+7,1503,1591,King's Pawn Game
2679,143,white,7+7,1494,1453,Queen's Gambit Refused: Marshall Defense
2680,72,black,8+0,1895,1919,Sicilian Defense
2681,35,white,10+0,1935,1631,Scotch Game
2682,30,black,10+0,1838,1962,Sicilian Defense
2683,76,black,10+0,1885,1952,Indian Game
2684,53,white,10+0,1982,1644,Philidor Defense
2685,21,white,10+0,1906,2004,Sicilian Defense
2686,67,white,10+0,2009,2004,Sicilian Defense
2687,87,white,5+8,1524,1500,French Defense
2688,66,black,8+0,1595,1483,Queen's Pawn
2689,114,black,8+0,1603,1727,Indian Game
2690,115,white,5+8,1759,1608,Horwitz Defense
2691,20,black,2+10,1617,2028,Queen's Pawn
2692,55,white,5+8,2108,1623,Philidor Defense
2693,103,white,8+0,1635,1436,Queen's Pawn
2694,101,white,13+13,1263,1251,King's Pawn Game
2695,106,black,10+8,1500,1500,Bishop's Opening
2696,59,white,10+8,1500,1500,French Defense
2697,52,draw,15+10,1309,1305,Scandinavian Defense
2698,27,black,15+10,1834,2181,Sicilian Defense
2699,55,white,7+25,1224,1133,French Defense
2700,15,white,60+7,1720,1383,Philidor Defense
2701,49,white,45+0,1716,1309,Philidor Defense
2702,14,draw,180+0,1224,1148,Scandinavian Defense
2703,28,black,180+0,1291,1320,Queen's Pawn
2704,13,black,180+0,1493,1291,King's Pawn Game
2705,47,white,30+0,1333,1291,Indian Game
2706,119,draw,30+0,1291,1500,Modern Defense
2707,57,white,60+0,1500,1574,Sicilian Defense
2708,60,black,15+15,1405,1511,Hungarian Opening
2709,46,black,11+4,1514,1512,Queen's Gambit Refused: Marshall Defense
2710,24,white,5+8,1433,1509,Modern Defense
2711,29,black,15+30,1222,1519,Van't Kruijs Opening
2712,48,black,10+0,1268,1528,Sicilian Defense
2713,99,white,20+8,1531,1475,Indian Game
2714,62,black,15+0,1483,1533,Scotch Game
2715,59,white,8+0,1432,1576,Sicilian Defense
2716,31,white,8+0,1496,1568,Sicilian Defense
2717,70,black,25+0,1527,1558,Sicilian Defense
2718,80,black,10+1,1570,1538,Queen's Pawn
2719,12,black,5+8,1500,1543,Sicilian Defense
2720,70,black,20+0,1537,1532,Sicilian Defense
2721,81,white,10+0,1529,1528,Philidor Defense
2722,9,white,12+3,1422,1065,King's Pawn Game
2723,7,white,8+10,1861,1066,Scandinavian Defense: Mieses-Kotroc Variation
2724,32,black,10+0,1075,1524,Van't Kruijs Opening
2725,6,black,10+0,1102,1323,Van't Kruijs Opening
2726,42,black,10+0,1244,1273,Van't Kruijs Opening
2727,47,white,10+0,1482,1311,French Defense
2728,51,white,10+0,1759,1737,Sicilian Defense
2729,116,draw,10+0,1832,1752,Modern Defense
2730,126,black,10+0,1616,1826,Sicilian Defense
2731,72,black,10+0,1627,1814,Sicilian Defense
2732,60,black,10+0,1516,1860,Sicilian Defense
2733,104,white,10+0,1816,1872,Sicilian Defense
2734,84,black,10+0,1509,1859,Sicilian Defense
2735,142,black,10+0,1522,1865,Sicilian Defense
2736,58,black,5+5,1536,1796,Italian Game
2737,118,black,10+0,1474,1839,Italian Game
2738,24,black,15+0,1327,1450,Italian Game
2739,14,black,15+0,1338,1356,King's Pawn Game
2740,20,black,15+0,1355,1450,French Defense
2741,11,black,15+0,1147,1355,King's Pawn Game
2742,12,white,15+0,1341,1421,King's Pawn Game
2743,36,white,15+0,1360,1388,King's Pawn Game
2744,29,white,15+0,1333,1586,French Defense
2745,38,black,15+0,1337,1720,King's Pawn Game
2746,100,black,15+0,1351,1674,King's Pawn Game
2747,63,white,15+0,1524,1358,Four Knights Game: Italian Variation
2748,46,black,15+0,1362,1650,King's Pawn Game
2749,35,black,15+0,1378,1447,King's Pawn Game
2750,7,white,15+0,1353,1148,King's Pawn Game
2751,22,black,15+7,1360,1332,Van't Kruijs Opening
2752,70,black,15+7,1332,1372,King's Pawn Game
2753,52,black,15+7,1363,1623,French Defense
2754,44,white,20+60,2367,1760,Indian Game
2755,67,black,10+0,1424,1421,Italian Game
2756,42,black,7+7,1385,1740,Owen Defense
2757,112,draw,10+0,2273,2225,Sicilian Defense
2758,69,white,15+0,1330,1403,Sicilian Defense
2759,34,black,15+0,1412,1492,Sicilian Defense
2760,79,white,20+0,1548,1458,Sicilian Defense
2761,49,white,15+0,1458,1459,Ruy Lopez: Steinitz Defense
2762,77,black,30+0,1526,1443,Queen's Pawn
2763,87,white,10+0,1629,1439,Queen's Pawn
2764,103,white,10+0,1879,1441,Sicilian Defense
2765,39,white,10+0,2003,1413,Queen's Pawn
2766,44,white,10+0,1492,1407,Queen's Pawn
2767,32,black,15+0,1500,1407,Van't Kruijs Opening
2768,38,black,10+0,1417,1417,Sicilian Defense
2769,32,black,10+0,1422,1706,Owen Defense
2770,71,black,10+0,1864,1398,Sicilian Defense
2771,31,white,10+0,1443,1410,Sicilian Defense
2772,83,black,10+0,1409,1468,Philidor Defense
2773,20,black,30+0,1679,1640,French Defense
2774,42,black,10+0,1769,1624,Queen's Pawn
2775,67,white,10+60,1615,1731,Queen's Gambit Accepted: Old Variation
2776,112,black,10+0,1587,1604,French Defense
2777,49,black,10+0,1520,1595,French Defense
2778,66,black,10+10,1589,1604,Queen's Pawn
2779,50,black,15+15,1616,1802,Queen's Gambit Declined
2780,52,black,10+0,1631,1665,Queen's Gambit Refused: Marshall Defense
2781,27,white,5+5,1631,1284,Queen's Gambit Refused: Marshall Defense
2782,32,black,20+1,1743,1616,French Defense
2783,39,white,20+1,1600,1761,Queen's Gambit Accepted: Old Variation
2784,51,white,10+0,1590,1461,Queen's Pawn
2785,94,black,10+0,1316,1586,French Defense
2786,135,white,20+15,1555,1454,Queen's Gambit Accepted: Old Variation
2787,55,white,30+2,1555,1576,Queen's Gambit Accepted: Old Variation
2788,69,white,10+0,1812,1575,French Defense
2789,31,white,10+0,1306,1409,Queen's Pawn
2790,57,white,10+0,1764,1411,Scotch Game
2791,57,white,10+0,1908,1414,Queen's Pawn
2792,114,white,10+0,1570,1440,Queen's Gambit Declined
2793,27,white,10+0,1405,1437,Queen's Pawn
2794,26,black,10+0,1487,2097,Queen's Pawn
2795,4,draw,150+8,1505,1500,Queen's Pawn
2796,139,white,10+0,1714,1577,Queen's Gambit Refused: Marshall Defense
2797,118,black,10+6,1077,1299,Van't Kruijs Opening
2798,67,black,180+180,970,1065,French Defense
2799,81,white,8+0,1348,1272,Four Knights Game: Italian Variation
2800,76,black,10+0,1319,1343,Queen's Pawn
2801,53,white,10+0,1500,1500,Scotch Game
2802,23,black,5+8,1292,1947,Queen's Gambit Declined
2803,62,black,5+8,1432,1895,Sicilian Defense
2804,75,white,5+8,1916,1911,Queen's Pawn
2805,17,white,5+8,1925,1698,Scandinavian Defense: Mieses-Kotroc Variation
2806,29,white,5+8,1916,1072,French Defense
2807,63,white,5+8,1913,1463,Owen Defense
2808,74,black,5+8,1465,1910,Sicilian Defense
2809,54,black,5+8,1941,1605,French Defense
2810,45,black,10+0,1545,1658,Horwitz Defense
2811,32,white,10+0,1607,1554,Sicilian Defense
2812,61,white,10+0,1425,1589,Sicilian Defense
2813,111,draw,10+0,1783,1595,Queen's Pawn
2814,89,white,10+0,1583,1622,Queen's Gambit Refused: Marshall Defense
2815,37,white,10+0,1370,1600,Sicilian Defense
2816,38,white,10+0,1573,1604,Queen's Gambit Declined
2817,19,white,10+0,1596,1502,Queen's Gambit Accepted: Old Variation
2818,33,white,10+0,1500,1605,Sicilian Defense
2819,112,black,10+0,1635,1593,Queen's Pawn
2820,12,white,10+0,1625,1603,Queen's Pawn
2821,92,black,10+0,1712,1563,Sicilian Defense
2822,57,white,10+0,1540,1579,Queen's Gambit Declined
2823,33,white,10+0,1532,1538,Queen's Gambit Declined
2824,41,white,10+0,1491,1541,Sicilian Defense
2825,63,white,8+0,1588,1632,Queen's Gambit Declined
2826,71,white,5+5,1619,1644,Queen's Pawn
2827,88,black,10+0,1751,1744,Indian Game
2828,88,black,10+0,1768,1743,French Defense
2829,19,white,8+0,1572,1454,Queen's Pawn
2830,44,black,10+0,1606,1571,Queen's Pawn
2831,24,black,10+0,1468,1553,Queen's Gambit Declined
2832,39,white,17+0,1154,920,Owen Defense
2833,58,black,20+0,930,1099,French Defense
2834,19,white,10+8,1208,936,Modern Defense
2835,7,white,15+0,1470,1001,Sicilian Defense
2836,49,white,15+0,967,1491,Three Knights Opening
2837,23,white,15+0,1490,969,Sicilian Defense
2838,9,white,15+8,1240,982,Sicilian Defense
2839,48,black,30+5,985,1172,Scandinavian Defense
2840,20,white,15+5,1299,991,King's Pawn Game
2841,102,black,10+0,1927,1718,French Defense
2842,57,white,10+0,1706,1700,Queen's Gambit Accepted: Old Variation
2843,41,white,10+0,1906,1702,French Defense
2844,75,white,10+0,1716,1732,French Defense
2845,36,black,10+0,1754,1263,Horwitz Defense
2846,45,white,10+0,2021,1759,French Defense
2847,61,white,10+0,1905,1738,French Defense
2848,74,white,10+0,1731,1560,Queen's Gambit Refused: Marshall Defense
2849,101,white,10+0,1912,1713,French Defense
2850,44,black,10+0,1599,1716,Horwitz Defense
2851,37,white,10+0,1757,1728,Queen's Gambit Declined
2852,95,white,10+0,1724,1438,Queen's Gambit Declined
2853,39,white,10+0,1770,1249,Queen's Gambit Accepted: Old Variation
2854,108,black,10+0,1426,1764,French Defense
2855,24,white,7+3,1387,1546,Italian Game
2856,80,black,7+3,1346,1536,Van't Kruijs Opening
2857,71,white,12+10,1451,1135,Philidor Defense
2858,76,white,25+0,1364,1500,Sicilian Defense
2859,137,white,180+180,1337,1662,Van't Kruijs Opening
2860,59,white,180+180,1500,1500,King's Pawn Game
2861,115,draw,10+0,1304,1287,Queen's Pawn
2862,66,black,10+0,1277,1307,Philidor Defense
2863,123,white,10+0,1296,1315,King's Pawn Game
2864,89,white,10+0,1267,1307,Philidor Defense
2865,74,black,10+0,1344,1294,Sicilian Defense
2866,64,black,10+0,1235,1296,Van't Kruijs Opening
2867,143,draw,10+0,1500,1429,Philidor Defense
2868,110,black,5+6,1679,1705,Scotch Game
2869,31,white,15+0,1662,1701,Queen's Gambit Declined
2870,80,black,10+0,1711,1759,Modern Defense
2871,7,white,10+0,1858,1718,Sicilian Defense
2872,34,black,10+0,1252,1714,Queen's Pawn
2873,74,black,10+0,1712,1848,Sicilian Defense
2874,55,white,12+0,1640,1346,Four Knights Game: Italian Variation
2875,50,white,13+0,1362,1312,French Defense
2876,86,black,10+0,1336,1292,Three Knights Opening
2877,31,white,15+0,1423,1357,Queen's Pawn
2878,61,white,10+0,1330,1278,Philidor Defense
2879,90,black,12+0,1351,1332,Three Knights Opening
2880,58,white,12+0,1322,1340,Three Knights Opening
2881,118,black,10+0,2057,2093,Scandinavian Defense: Mieses-Kotroc Variation
2882,70,black,10+0,1839,2085,Scandinavian Defense
2883,76,black,10+0,2054,2066,Scandinavian Defense: Mieses-Kotroc Variation
2884,2,black,15+0,1500,1382,Queen's Pawn
2885,26,black,15+0,1172,1500,Queen's Pawn
2886,37,white,60+0,1614,1571,Scotch Game
2887,50,draw,15+15,1580,1958,Giuoco Piano
2888,40,white,15+15,1575,1545,Italian Game
2889,72,black,15+5,1514,1578,Queen's Pawn
2890,31,white,10+10,1545,1590,Queen's Pawn
2891,40,black,15+5,1555,1256,Italian Game
2892,33,white,15+5,1555,1256,Philidor Defense
2893,60,white,15+15,1524,1565,Four Knights Game: Italian Variation
2894,30,black,15+10,1567,1518,Giuoco Piano
2895,120,black,20+5,1538,1652,Philidor Defense
2896,91,white,10+0,1479,1344,French Defense
2897,41,white,10+0,1329,1494,Van't Kruijs Opening
2898,70,black,10+0,1505,1510,Scandinavian Defense: Mieses-Kotroc Variation
2899,51,white,10+0,1519,1495,French Defense
2900,58,black,10+0,1376,1462,Three Knights Opening
2901,126,black,10+0,1447,1485,Bishop's Opening
2902,44,black,10+0,1418,1432,Ruy Lopez: Steinitz Defense
2903,31,white,10+0,1434,1357,Bishop's Opening
2904,33,black,10+0,1444,1475,Pirc Defense #4
2905,29,white,10+0,1373,1445,Ruy Lopez: Steinitz Defense
2906,109,white,10+0,1434,1442,Bishop's Opening
2907,38,white,10+0,1480,1462,Giuoco Piano
2908,52,black,10+0,1472,1468,Bishop's Opening
2909,67,white,10+0,1449,1529,Philidor Defense
2910,57,white,10+0,1460,1460,Scotch Game
2911,11,white,10+0,1439,1454,Modern Defense
2912,30,black,10+0,1401,1429,Bishop's Opening
2913,23,white,15+0,1500,1451,Scandinavian Defense: Mieses-Kotroc Variation
2914,111,black,5+5,1671,1567,Modern Defense
2915,64,black,10+15,1671,2014,Sicilian Defense
2916,136,black,5+5,1692,1735,Sicilian Defense
2917,13,white,5+5,1688,1421,Sicilian Defense
2918,43,white,7+7,1667,1456,Sicilian Defense
2919,50,black,15+8,1470,1698,Sicilian Defense
2920,109,white,5+5,1791,1677,Caro-Kann Defense
2921,143,draw,5+5,1639,1663,Indian Game
2922,27,white,5+5,1790,1657,Giuoco Piano
2923,43,white,8+0,1856,1651,Sicilian Defense
2924,67,white,5+5,1516,1506,Philidor Defense
2925,38,black,5+5,1489,1501,Scandinavian Defense: Mieses-Kotroc Variation
2926,26,black,90+5,1891,1500,Sicilian Defense
2927,72,black,15+0,1829,1707,Modern Defense
2928,93,draw,15+0,1736,1832,French Defense
2929,62,black,15+0,1847,1712,Indian Game
2930,129,white,15+0,1825,1769,Queen's Pawn
2931,78,black,15+0,1834,1723,Horwitz Defense
2932,112,black,15+0,1650,1800,French Defense
2933,33,white,30+0,1678,1785,French Defense
2934,52,black,10+0,1827,1829,Queen's Gambit Accepted: Old Variation
2935,89,white,10+0,2177,2024,Three Knights Opening
2936,116,black,10+0,1984,1990,Indian Game
2937,126,black,5+5,2173,1979,Queen's Pawn
2938,74,black,10+0,1889,1837,Sicilian Defense
2939,150,black,15+0,1500,1402,French Defense
2940,68,black,10+5,1366,1500,Horwitz Defense
2941,41,white,7+2,1585,1295,Queen's Gambit Declined
2942,35,white,20+5,1638,1303,Queen's Pawn
2943,57,white,10+0,1432,1298,Van't Kruijs Opening
2944,24,black,10+0,1300,1912,Queen's Pawn
2945,55,white,5+8,2012,2074,Four Knights Game: Italian Variation
2946,118,black,20+0,2017,2232,Sicilian Defense
2947,27,white,30+30,1681,1500,Philidor Defense
2948,75,white,15+0,1723,1500,Pirc Defense #4
2949,100,black,20+3,1500,1723,Sicilian Defense
2950,81,white,20+3,1723,1500,French Defense
2951,63,white,20+3,1723,1500,Owen Defense
2952,15,white,5+5,1485,1557,Sicilian Defense
2953,37,white,60+10,1635,1432,French Defense
2954,91,white,9+6,1542,1500,Scandinavian Defense: Mieses-Kotroc Variation
2955,29,white,10+0,1293,1234,Queen's Pawn
2956,27,white,20+0,1543,1500,Owen Defense
2957,86,black,10+0,1370,1327,Philidor Defense
2958,33,white,5+5,1500,1267,Italian Game
2959,57,white,10+10,1460,1277,King's Pawn Game
2960,62,black,5+8,1303,1319,Sicilian Defense
2961,37,white,15+0,1842,2013,Sicilian Defense
2962,80,black,15+0,1688,1995,Sicilian Defense
2963,58,black,10+0,2011,1828,Scotch Game
2964,47,white,10+0,1977,1564,Scotch Game
2965,58,black,15+0,1775,1946,Queen's Pawn
2966,39,white,15+0,1939,1781,Scotch Game
2967,104,draw,15+0,1542,1954,Sicilian Defense
2968,37,white,15+0,1952,1507,Modern Defense
2969,109,black,10+0,1728,1933,Queen's Pawn
2970,42,black,10+0,1663,1924,Sicilian Defense
2971,76,black,15+0,1515,1855,Van't Kruijs Opening
2972,79,white,15+0,1852,1518,French Defense
2973,69,white,10+0,1973,1808,English Opening: King's English Variation
2974,30,black,10+0,1431,1800,Hungarian Opening
2975,103,white,10+0,1384,1821,Hungarian Opening
2976,32,black,8+0,1732,1839,Ruy Lopez: Steinitz Defense
2977,66,black,11+0,1591,1834,King's Pawn Game
2978,118,black,11+0,1620,1838,Philidor Defense
2979,52,black,11+0,1607,1813,Italian Game
2980,54,black,11+0,1359,1806,Hungarian Opening
2981,150,black,11+0,1513,1802,Queen's Pawn
2982,63,white,8+0,1796,1388,Bishop's Opening
2983,91,white,8+0,1788,1665,Sicilian Defense
2984,55,white,10+0,1517,1772,Italian Game
2985,81,white,10+0,2150,1774,Philidor Defense
2986,66,black,10+0,1754,1746,French Defense
2987,77,white,10+0,1737,1674,Italian Game
2988,68,black,10+0,1750,1660,Italian Game
2989,83,white,10+0,1688,1745,King's Pawn Game
2990,38,black,15+30,1621,1855,Giuoco Piano
2991,3,white,10+0,1102,1069,Scandinavian Defense
2992,49,white,15+8,1500,1500,Pirc Defense #4
2993,87,white,11+8,1200,1200,Queen's Pawn
2994,31,white,5+5,1424,1280,Hungarian Opening
2995,22,black,5+5,1500,1415,French Defense
2996,73,white,5+15,1724,1500,Scotch Game
2997,7,white,5+8,1286,1225,Van't Kruijs Opening
2998,42,black,8+0,1797,2199,Van't Kruijs Opening
2999,64,black,8+0,1799,2196,Van't Kruijs Opening
3000,56,black,8+0,1750,2195,Sicilian Defense
3001,57,white,10+0,2191,1884,Sicilian Defense
3002,65,white,10+0,2184,1891,Sicilian Defense
3003,126,black,10+0,1718,1941,Indian Game
3004,65,white,5+10,1865,1953,Indian Game
3005,113,draw,5+10,1956,1862,Queen's Gambit Declined
3006,37,white,10+5,1719,1341,Sicilian Defense
3007,29,white,5+5,1667,1361,Sicilian Defense
3008,98,black,20+20,1349,1653,French Defense
3009,70,black,5+8,1065,1344,Caro-Kann Defense
3010,104,black,5+8,1325,1617,Queen's Gambit Declined
3011,65,white,3+8,1829,1324,Caro-Kann Defense
3012,51,white,5+6,1676,1325,Caro-Kann Defense
3013,99,white,5+6,1301,1697,Queen's Gambit Refused: Marshall Defense
3014,52,black,10+15,1204,1083,Van't Kruijs Opening
3015,23,black,15+0,1387,1390,King's Pawn Game
3016,35,white,7+8,1428,1411,King's Pawn Game
3017,93,white,7+8,1398,1445,Philidor Defense
3018,22,black,15+10,1410,1337,Three Knights Opening
3019,64,black,15+10,1421,1429,Scandinavian Defense: Mieses-Kotroc Variation
3020,130,black,9+0,1435,1383,Scandinavian Defense: Mieses-Kotroc Variation
3021,148,black,15+10,1312,1422,Scotch Game
3022,77,white,15+10,1412,1321,Italian Game
3023,66,black,15+10,1331,1401,Scotch Game
3024,51,white,10+5,1390,1386,Scandinavian Defense: Mieses-Kotroc Variation
3025,130,black,10+2,1401,1430,Sicilian Defense
3026,48,black,10+2,1381,1377,Scotch Game
3027,23,white,15+10,1269,1205,Scandinavian Defense: Mieses-Kotroc Variation
3028,60,black,15+10,1274,1570,Philidor Defense
3029,71,white,18+19,1850,1285,Giuoco Piano
3030,46,black,11+11,1289,1825,Queen's Pawn
3031,33,white,10+12,1250,1439,Queen's Pawn
3032,117,white,9+0,1230,1297,Queen's Pawn
3033,115,white,15+5,1365,1301,Horwitz Defense
3034,52,black,30+0,1301,1571,Sicilian Defense
3035,49,white,30+0,1301,1571,Sicilian Defense
3036,81,white,30+0,1571,1301,Bishop's Opening
3037,48,black,30+0,1500,1455,Van't Kruijs Opening
3038,57,white,5+5,1791,1500,Queen's Gambit Accepted: Old Variation
3039,31,black,5+5,1500,1791,Sicilian Defense
3040,33,white,5+5,1791,1500,Queen's Gambit Refused: Marshall Defense
3041,64,black,10+0,1629,2195,French Defense
3042,94,black,10+0,1795,2215,French Defense
3043,76,black,10+0,1555,2197,Queen's Pawn
3044,56,black,10+0,1787,2194,French Defense
3045,50,black,10+0,1467,2194,Van't Kruijs Opening
3046,72,black,10+0,1897,2183,Scandinavian Defense: Mieses-Kotroc Variation
3047,43,white,10+0,1718,2210,Queen's Pawn
3048,7,white,10+0,2222,1382,Scandinavian Defense: Mieses-Kotroc Variation
3049,34,white,10+0,1954,2249,French Defense
3050,66,black,10+0,2063,2271,Scandinavian Defense
3051,74,black,10+0,1915,2258,French Defense
3052,49,white,10+0,2229,2134,English Opening: King's English Variation
3053,40,black,10+0,1622,2212,Indian Game
3054,2,white,20+10,1049,1275,Van't Kruijs Opening
3055,49,white,10+0,1527,1341,Sicilian Defense
3056,45,white,5+60,2177,1686,Queen's Gambit Declined
3057,71,white,0+12,1516,1508,Ruy Lopez: Steinitz Defense
3058,94,draw,0+12,1500,1516,Queen's Gambit Declined
3059,63,white,10+0,1535,1528,Four Knights Game: Italian Variation
3060,58,black,5+8,1360,1522,King's Pawn Game
3061,72,black,5+8,1542,1213,Philidor Defense
3062,34,white,5+5,1373,1518,Sicilian Defense
3063,40,black,6+7,1397,1363,King's Pawn Game
3064,104,black,5+8,1328,1393,Van't Kruijs Opening
3065,141,white,5+8,1385,1274,King's Pawn Game
3066,40,black,5+8,1397,1368,King's Pawn Game
3067,85,white,5+8,1628,1402,Bishop's Opening
3068,57,white,5+8,1401,1626,Sicilian Defense
3069,57,black,5+8,1411,1422,Sicilian Defense
3070,58,black,5+8,1422,1500,Sicilian Defense
3071,98,black,5+8,1446,1489,King's Pawn Game
3072,99,white,5+8,1429,1467,Scandinavian Defense: Mieses-Kotroc Variation
3073,57,white,5+8,1417,1446,King's Pawn Game
3074,2,black,5+8,1430,1366,French Defense
3075,159,draw,5+10,1455,1510,King's Pawn Game
3076,165,white,10+0,2104,1818,Queen's Pawn
3077,76,black,10+10,1382,1552,Philidor Defense
3078,59,white,10+0,1270,1408,King's Pawn Game
3079,55,black,10+0,1062,923,Queen's Pawn
3080,33,white,10+4,1369,1074,Owen Defense
3081,67,white,20+60,1698,994,Queen's Pawn
3082,60,white,30+0,971,1046,King's Pawn Game
3083,54,black,5+5,1159,911,Queen's Pawn
3084,46,black,15+0,1619,1483,Queen's Pawn
3085,68,black,5+8,1257,991,Queen's Pawn
3086,35,white,15+0,1794,1784,Queen's Gambit Refused: Marshall Defense
3087,82,black,15+0,1803,1859,Queen's Gambit Declined
3088,70,black,15+0,1784,1784,Indian Game
3089,61,white,15+0,1773,1785,Queen's Gambit Accepted: Old Variation
3090,122,black,15+0,1807,1769,Sicilian Defense
3091,94,black,15+0,1777,1853,Horwitz Defense
3092,123,white,15+0,1765,1841,Queen's Gambit Accepted: Old Variation
3093,115,white,15+0,1773,1751,French Defense
3094,69,white,15+0,1729,1706,Queen's Gambit Accepted: Old Variation
3095,49,white,15+0,1699,1803,Queen's Gambit Refused: Marshall Defense
3096,79,black,15+0,1758,1718,Horwitz Defense
3097,12,white,10+0,1418,1302,Three Knights Opening
3098,95,white,10+0,1397,1643,Sicilian Defense
3099,31,white,10+0,2029,1389,Sicilian Defense
3100,101,white,10+0,1399,1386,Philidor Defense
3101,70,black,30+0,1766,1386,Modern Defense
3102,54,black,10+0,1345,1363,Queen's Pawn
3103,64,black,15+0,1239,1372,Sicilian Defense
3104,64,black,30+0,1397,1766,King's Pawn Game
3105,31,white,30+0,1766,1397,Indian Game
3106,49,white,30+0,1397,1766,King's Pawn Game
3107,39,white,10+0,1382,1406,English Opening: King's English Variation
3108,15,white,10+0,1663,1391,Sicilian Defense
3109,59,white,10+0,1480,1508,Horwitz Defense
3110,76,black,10+0,1489,1580,Owen Defense
3111,119,white,10+0,1527,1501,Sicilian Defense
3112,42,white,10+0,1832,1520,Sicilian Defense
3113,43,white,10+0,1846,1524,Queen's Gambit Declined
3114,26,black,10+0,1530,1843,Queen's Gambit Declined
3115,64,black,10+0,1511,1599,Van't Kruijs Opening
3116,36,white,10+0,1772,1520,Sicilian Defense
3117,65,white,7+10,1813,1999,Scandinavian Defense
3118,132,black,7+15,1916,1996,Scandinavian Defense
3119,120,black,7+15,1900,2010,Van't Kruijs Opening
3120,24,black,7+15,1901,2024,Scandinavian Defense
3121,2,black,15+5,1401,1612,Pirc Defense #4
3122,135,white,10+0,1706,1405,Sicilian Defense
3123,72,black,90+0,1418,1421,French Defense
3124,53,white,90+0,1408,1432,Van't Kruijs Opening
3125,29,white,25+10,1420,1591,Scotch Game
3126,69,white,8+8,1783,1450,Sicilian Defense
3127,120,black,20+0,1629,1410,Sicilian Defense
3128,62,black,1+25,1450,1392,Queen's Pawn
3129,52,black,5+8,1533,1435,Giuoco Piano
3130,95,black,5+20,1450,1532,Horwitz Defense
3131,58,black,10+0,1480,1533,Modern Defense
3132,73,white,60+0,1485,1474,Queen's Pawn
3133,63,white,8+0,1485,1490,Horwitz Defense
3134,16,black,15+0,1479,1573,Modern Defense
3135,76,black,10+0,1478,1461,Queen's Pawn
3136,58,black,17+0,1488,1490,Queen's Pawn
3137,56,white,30+8,1477,1483,Four Knights Game: Italian Variation
3138,58,black,11+8,1492,1553,Indian Game
3139,21,white,5+15,1500,1482,Sicilian Defense
3140,128,draw,6+6,1469,1524,Queen's Pawn
3141,20,draw,6+5,1376,1472,Four Knights Game: Italian Variation
3142,67,white,10+0,1499,1493,Sicilian Defense
3143,49,white,8+0,1482,1483,Queen's Pawn
3144,52,white,10+0,1468,1592,Queen's Pawn
3145,79,white,16+8,1457,1446,Queen's Pawn
3146,45,white,15+8,1449,1377,Horwitz Defense
3147,70,black,6+6,1458,1521,Horwitz Defense
3148,62,black,15+15,1256,1395,Sicilian Defense
3149,97,white,15+15,1470,1397,Sicilian Defense
3150,16,black,15+15,1393,1539,Italian Game
3151,63,white,15+15,1470,1409,Sicilian Defense
3152,63,white,15+15,1445,1426,Indian Game
3153,72,draw,15+15,1359,1440,Sicilian Defense
3154,79,black,15+15,1269,1421,Sicilian Defense
3155,62,black,15+15,1417,1417,Sicilian Defense
3156,94,draw,15+15,1404,1418,Sicilian Defense
3157,56,draw,15+8,1401,1296,Sicilian Defense
3158,79,white,15+15,1541,1422,Sicilian Defense
3159,42,black,15+15,1498,1391,Van't Kruijs Opening
