turns,winner,increment_code,white_rating,black_rating,opening_name
59,white,5+8,1664,1568,Sicilian Defense
85,white,15+0,1567,1632,Caro-Kann Defense
48,black,15+0,1646,1553,Sicilian Defense: Bowdler Attack
51,white,10+3,1859,1541,Sicilian Defense
37,white,5+8,1370,1558,Sicilian Defense: Bowdler Attack
56,black,15+15,1565,1712,Scandinavian Defense: Mieses-Kotroc Variation
37,white,12+0,1701,1575,Sicilian Defense: Bowdler Attack
81,white,20+0,1556,1676,Italian Game: Anti-Fried Liver Defense
70,black,5+5,1597,1543,Scotch Game
15,white,5+5,1529,1610,Italian Game
44,black,10+5,1549,1720,Philidor Defense #2
63,white,10+0,1663,1565,Sicilian Defense: Bowdler Attack
59,white,8+0,1644,1574,Sicilian Defense: Bowdler Attack
87,draw,5+8,1573,1599,Owen Defense
26,black,10+5,1559,1839,Van't Kruijs Opening
119,white,10+0,1822,1562,Indian Game
101,white,5+8,1805,1548,Sicilian Defense
88,black,10+0,1500,1769,King's Pawn Game: Leonardis Variation
2,white,8+0,1500,1784,French Defense #2
89,white,10+0,963,975,King's Pawn Game: Wayward Queen Attack
46,white,30+0,1306,1275,Caro-Kann Defense
40,black,15+5,1272,1169,Caro-Kann Defense
120,black,10+5,1265,1500,Philidor Defense #2
53,white,10+10,1366,1402,Owen Defense
153,black,5+8,1495,1283,French Defense: Knight Variation
2,black,5+30,1264,1507,Pirc Defense #4
81,white,15+15,1554,1546,Horwitz Defense
35,white,10+5,2188,2173,Horwitz Defense
35,white,10+5,2221,2222,Horwitz Defense
67,white,10+5,2218,2133,Horwitz Defense
29,black,10+0,1368,1496,Queen's Pawn Game: Chigorin Variation
115,white,10+0,1488,1437,French Defense: Knight Variation
109,white,10+0,1470,1499,Philidor Defense
86,black,10+0,1513,1384,Philidor Defense
89,white,10+0,1523,1538,Sicilian Defense: Bowdler Attack
122,black,10+0,1550,1511,Philidor Defense #2
33,white,15+1,1209,831,Queen's Pawn Game #2
44,black,1+10,1255,1815,Horwitz Defense
11,white,5+8,1718,1215,King's Pawn Game: Wayward Queen Attack
12,black,15+0,1421,1278,French Defense: Normal Variation
143,white,15+0,1391,1448,Philidor Defense
13,white,15+0,1180,1358,Scotch Game
61,white,15+0,1638,1408,Three Knights Opening
52,black,15+0,1439,1493,Scandinavian Defense: Mieses-Kotroc Variation
44,white,5+6,1447,1581,Sicilian Defense: Bowdler Attack
47,white,10+0,1498,1677,Scotch Game
86,black,5+8,1624,1504,Philidor Defense #2
33,white,10+0,1430,1492,Sicilian Defense: Bowdler Attack
23,black,5+5,1500,1401,Caro-Kann Defense
16,black,10+0,1508,2016,Queen's Pawn
93,white,5+7,1508,1403,Horwitz Defense
37,white,10+6,1693,1500,Queen's Pawn Game: Mason Attack
60,black,10+6,1500,1693,Queen's Pawn Game: Zukertort Variation
2,black,10+0,1761,1579,Sicilian Defense
77,white,10+0,1809,1700,Sicilian Defense
42,black,10+0,1801,1686,Queen's Gambit Accepted: Old Variation
137,draw,15+10,1712,1751,French Defense: Exchange Variation
52,black,15+10,1764,1711,Queen's Gambit Accepted: Old Variation
85,white,5+5,1737,1745,Ruy Lopez: Steinitz Defense
38,black,8+0,1704,1852,Queen's Pawn Game: Zukertort Variation
84,black,8+0,1718,1587,Queen's Pawn Game: Chigorin Variation
53,white,7+8,1888,1744,Ruy Lopez: Steinitz Defense
27,white,3+15,1852,1761,Giuoco Piano
103,white,5+10,1734,1805,Giuoco Piano
46,black,10+0,1696,1797,Ruy Lopez: Steinitz Defense
79,black,1+30,1695,1789,Queen's Pawn Game #2
50,black,10+10,1760,1782,Queen's Pawn Game: Mason Attack
29,white,5+15,1785,2054,French Defense: Exchange Variation
21,white,2+15,1228,1292,King's Pawn Game: Wayward Queen Attack
43,white,10+15,1142,1066,Hungarian Opening
40,black,15+5,1162,1242,Hungarian Opening
78,white,15+0,1204,1187,Modern Defense
29,white,6+3,1229,1215,Modern Defense
12,black,5+30,1336,1190,Modern Defense
47,white,15+0,1150,1223,Hungarian Opening
40,white,20+10,1450,1150,Modern Defense
91,white,180+0,1255,1108,Van't Kruijs Opening
88,draw,180+0,1108,1255,Queen's Pawn Game #2
32,black,180+0,1107,1352,King's Pawn Game: Leonardis Variation
25,white,10+0,1493,1517,Sicilian Defense: Bowdler Attack
90,black,10+0,1572,1484,Queen's Pawn Game: Chigorin Variation
37,white,10+0,1511,1502,Sicilian Defense: Old Sicilian
52,black,10+0,1478,1503,Queen's Pawn Game: Chigorin Variation
31,white,10+0,1504,1509,Sicilian Defense: Bowdler Attack
132,black,10+0,1497,1491,Sicilian Defense: Bowdler Attack
42,black,10+0,1430,1482,Sicilian Defense: Bowdler Attack
37,white,10+0,1476,1432,English Opening: King's English Variation
117,white,10+0,1501,1486,Sicilian Defense: Bowdler Attack
39,white,10+0,1480,1592,English Opening: King's English Variation
104,black,10+0,1479,1462,English Opening: King's English Variation
97,white,10+0,1476,1469,English Opening: King's English Variation
33,white,10+0,1489,1478,Sicilian Defense: Bowdler Attack
21,white,10+0,1532,1475,Sicilian Defense: Old Sicilian
26,white,10+0,1536,1471,Sicilian Defense: Bowdler Attack
61,white,10+0,1422,1469,Sicilian Defense
5,white,20+0,1937,1407,Queen's Pawn
53,white,15+10,1184,1269,Four Knights Game: Italian Variation
26,black,10+0,1203,1140,Philidor Defense #2
7,white,5+8,1329,1215,King's Pawn Game: Wayward Queen Attack
91,white,10+5,1616,1657,Owen Defense
52,black,20+3,989,1658,King's Pawn Game: Wayward Queen Attack
3,white,10+10,989,1610,Scandinavian Defense
20,black,15+0,1003,1246,King's Pawn Game: Wayward Queen Attack
7,white,5+5,958,1274,King's Pawn Game: Wayward Queen Attack
41,white,60+0,1500,963,Van't Kruijs Opening
71,white,15+15,1172,996,Queen's Pawn Game: Mason Attack
33,white,15+15,1142,1061,Van't Kruijs Opening
89,white,5+8,1471,1461,Sicilian Defense: Bowdler Attack
57,black,10+10,1440,1451,Sicilian Defense: Bowdler Attack
113,draw,10+10,1450,1468,French Defense: Normal Variation
99,draw,10+10,1454,1489,Three Knights Opening
32,black,10+10,1508,1440,Sicilian Defense: Smith-Morra Gambit #2
33,white,10+10,1425,1576,French Defense: Exchange Variation
103,draw,10+10,1580,1420,Queen's Pawn Game: Chigorin Variation
111,draw,10+10,1418,1480,Owen Defense
18,black,10+10,1545,1402,English Opening: King's English Variation
99,white,10+10,1395,1367,Scotch Game
38,white,15+15,1500,1423,Queen's Pawn
112,black,15+0,1421,1754,Scotch Game
37,white,15+15,1363,1447,Queen's Pawn
115,white,45+0,1653,1453,Queen's Pawn
53,white,20+30,1554,1479,Queen's Pawn
63,white,20+30,1482,1537,Sicilian Defense
77,draw,20+30,1467,1501,Philidor Defense #2
68,black,30+0,1436,1434,Queen's Pawn
80,black,20+30,1443,1471,Scotch Game
36,black,10+0,1073,1135,Van't Kruijs Opening
91,white,10+0,1551,1142,King's Pawn Game: Wayward Queen Attack
8,black,10+0,1157,2312,Sicilian Defense: Bowdler Attack
18,black,10+0,1164,1616,Bishop's Opening
10,white,10+0,1805,1176,Horwitz Defense
76,black,10+0,1209,1320,Bishop's Opening
13,white,6+3,1002,1534,Bishop's Opening
67,white,10+0,1511,1017,French Defense: Knight Variation
57,white,10+180,1264,1064,French Defense: Knight Variation
16,black,90+0,1073,1939,King's Pawn Game: Leonardis Variation
39,white,15+0,1793,1076,French Defense: Exchange Variation
26,black,180+0,1500,1182,French Defense #2
35,white,15+2,1347,1013,Horwitz Defense
73,white,15+8,1334,1183,Queen's Pawn
86,black,10+0,1079,1325,Scandinavian Defense
11,white,15+0,1314,1099,Queen's Pawn Game: Mason Attack
2,black,5+6,1052,1304,Queen's Pawn Game
12,black,10+5,1027,1084,Scandinavian Defense: Mieses-Kotroc Variation
21,white,10+5,1125,1153,Scandinavian Defense
2,white,10+5,1112,1283,Scandinavian Defense
54,black,10+0,1141,1098,King's Pawn Game: Leonardis Variation
35,white,10+0,1080,1177,Scandinavian Defense
20,black,10+0,1145,1174,Scandinavian Defense
4,black,10+0,1141,1175,Scandinavian Defense
44,black,10+0,1018,1142,Scandinavian Defense
41,white,15+15,1703,1484,French Defense: Exchange Variation
109,white,7+2,1785,1481,French Defense: Knight Variation
121,white,9+2,1093,1119,Philidor Defense #2
20,black,15+0,1128,1347,Philidor Defense #2
78,black,10+3,1146,1355,Scotch Game
141,white,10+3,1228,1133,Queen's Pawn Game: Mason Attack
61,white,10+0,1705,1135,Italian Game
19,white,10+0,1759,1163,Italian Game
51,white,10+0,2023,1168,English Opening: King's English Variation
115,white,7+2,1426,1178,French Defense: Exchange Variation
38,draw,15+5,1420,1239,Italian Game
31,white,20+10,1804,1284,Italian Game
56,black,14+4,1406,1404,Sicilian Defense: Smith-Morra Gambit #2
47,white,15+5,1231,1516,Scandinavian Defense: Mieses-Kotroc Variation
77,white,30+5,1242,1162,Modern Defense
94,black,10+0,1629,2001,Scandinavian Defense
23,white,10+3,1582,1079,Italian Game
114,black,5+5,1410,1582,Indian Game
70,black,5+5,1500,1582,Indian Game
62,black,5+5,1500,1582,King's Pawn Game: Leonardis Variation
60,black,5+5,1143,1591,French Defense #2
9,white,17+3,918,996,Scotch Game
39,white,20+1,1196,1162,Four Knights Game: Italian Variation
66,black,10+1,1362,1157,Scandinavian Defense
46,black,10+0,1555,1844,Scotch Game
59,white,10+0,1681,1874,Horwitz Defense
71,black,10+0,1573,1877,King's Pawn Game: Leonardis Variation
40,black,10+0,1836,1832,Queen's Pawn Game: Mason Attack
61,white,10+0,1826,1965,Queen's Gambit Declined
28,black,10+0,1626,1820,French Defense #2
61,white,10+0,1901,1827,French Defense: Knight Variation
83,white,10+0,1791,1803,French Defense: Knight Variation
69,white,10+0,2031,1807,Queen's Pawn Game: Chigorin Variation
77,white,10+0,2182,1809,French Defense: Exchange Variation
65,white,10+0,2062,1814,Horwitz Defense
76,black,10+0,1828,1697,Queen's Pawn Game: Zukertort Variation
62,black,10+0,1810,1817,Queen's Pawn Game: Chigorin Variation
75,white,10+0,1784,1871,English Opening: King's English Variation
72,black,10+0,1461,1785,Queen's Pawn Game: Zukertort Variation
62,black,15+0,1094,1047,Italian Game: Anti-Fried Liver Defense
29,black,10+0,1109,1227,French Defense: Knight Variation
55,white,15+5,1709,1117,French Defense: Normal Variation
39,white,10+0,1732,1085,French Defense: Knight Variation
49,white,8+5,2022,1085,Queen's Pawn Game: Chigorin Variation
9,white,10+25,1319,1096,Van't Kruijs Opening
94,black,15+3,1092,1247,King's Pawn Game: Wayward Queen Attack
11,black,5+5,1121,1105,King's Pawn Game: Wayward Queen Attack
70,black,10+0,1121,1501,King's Pawn Game: Wayward Queen Attack
27,white,15+0,1778,1126,French Defense: Knight Variation
50,draw,15+0,1186,1126,Van't Kruijs Opening
73,white,10+0,1476,1131,French Defense: Exchange Variation
21,white,10+5,1884,1131,French Defense: Exchange Variation
77,white,15+0,2269,2347,French Defense: Exchange Variation
48,black,8+3,2193,2181,English Opening: King's English Variation
46,black,10+3,1657,1638,Sicilian Defense: Old Sicilian
76,black,10+3,1696,1629,Queen's Pawn
126,black,10+3,1669,1792,Modern Defense
66,black,10+3,1714,1676,Scandinavian Defense: Mieses-Kotroc Variation
46,black,10+3,1472,1691,Queen's Pawn
134,black,10+3,1787,1533,Scandinavian Defense: Mieses-Kotroc Variation
88,black,10+3,1840,1606,Queen's Pawn
45,black,10+3,1589,1444,Pirc Defense #4
150,black,10+0,2513,2383,Pirc Defense #4
107,white,10+0,1817,1798,Four Knights Game: Italian Variation
154,black,30+0,1645,1737,Sicilian Defense: Old Sicilian
48,black,15+4,1641,1726,Sicilian Defense: Bowdler Attack
16,white,15+8,1592,1500,French Defense: Knight Variation
42,black,20+0,1500,1810,Ruy Lopez: Steinitz Defense
21,white,30+5,1257,1042,Scandinavian Defense
23,white,5+8,1214,994,Scandinavian Defense: Mieses-Kotroc Variation
55,white,6+20,1748,996,Queen's Gambit Declined
63,white,10+0,1127,1193,Scandinavian Defense
91,white,15+0,1386,1352,King's Pawn Game: Leonardis Variation
91,white,10+0,2095,1991,English Opening: King's English Variation
125,white,10+0,2088,1974,English Opening: King's English Variation
118,black,10+0,1453,1380,Three Knights Opening
49,white,10+0,1446,1317,Four Knights Game: Italian Variation
64,black,10+0,1459,1392,Philidor Defense #2
19,white,5+5,1500,1161,English Opening: King's English Variation
43,white,20+60,1500,1710,English Opening: King's English Variation
64,black,30+30,1557,1500,Sicilian Defense
80,white,30+30,1500,1679,English Opening: King's English Variation
70,white,30+30,1500,2003,English Opening: King's English Variation
47,white,30+30,1500,1758,English Opening: King's English Variation
156,draw,5+5,1813,1834,French Defense: Normal Variation
64,black,8+0,1819,1891,Owen Defense
55,white,10+0,1912,1827,Sicilian Defense: Bowdler Attack
38,white,10+0,1253,1236,Caro-Kann Defense
60,black,10+0,1234,1235,Caro-Kann Defense
137,white,10+0,1277,1255,Scotch Game
58,black,10+0,1275,1286,Scandinavian Defense
22,black,10+0,1298,1244,Scandinavian Defense
67,white,10+0,1231,1311,Caro-Kann Defense
60,black,10+0,1291,1301,Caro-Kann Defense
58,white,10+0,1330,1320,Scotch Game
28,black,10+0,1318,1318,Scandinavian Defense
89,white,10+0,1378,1326,Queen's Gambit Refused: Marshall Defense
37,white,10+0,1325,1262,Sicilian Defense: Smith-Morra Gambit #2
45,white,10+0,1288,1254,Scandinavian Defense
96,black,10+0,1346,1276,Caro-Kann Defense
37,white,0+15,2013,1773,Sicilian Defense
46,black,14+0,1836,1741,Scotch Game
23,white,10+4,1754,2131,French Defense: Knight Variation
51,white,10+0,1709,1703,Hungarian Opening
23,white,180+0,1618,1136,Sicilian Defense
61,white,5+8,1379,1746,Bishop's Opening
10,white,20+0,1657,1033,Queen's Pawn
23,white,15+15,1331,1025,King's Pawn Game: Leonardis Variation
41,white,15+0,1470,1039,King's Pawn Game: Wayward Queen Attack
6,draw,5+10,1414,983,King's Pawn Game: Leonardis Variation
35,white,15+0,1256,937,Queen's Pawn Game
87,white,8+8,1418,1264,Queen's Pawn Game
63,white,10+6,1621,1268,French Defense: Exchange Variation
157,white,5+5,1546,1282,King's Pawn Game: Wayward Queen Attack
35,white,6+10,1259,1472,Four Knights Game: Italian Variation
113,white,8+8,1573,1271,King's Pawn Game: Wayward Queen Attack
9,white,8+8,1569,1276,King's Pawn Game: Wayward Queen Attack
30,black,5+8,1298,1800,Four Knights Game: Italian Variation
39,white,5+8,1861,1299,Queen's Pawn Game: Chigorin Variation
89,white,10+0,1268,1316,Giuoco Piano
18,white,8+10,1325,1500,Van't Kruijs Opening
3,black,15+0,1500,1866,Sicilian Defense
38,black,15+0,1866,1466,Philidor Defense
13,white,20+0,1866,1438,Italian Game: Anti-Fried Liver Defense
33,white,20+0,1500,1866,Queen's Pawn Game
28,black,15+0,1500,1866,Sicilian Defense
86,black,20+0,1817,1866,Sicilian Defense
17,white,10+0,1925,1457,Queen's Pawn
40,black,10+0,1457,1925,Pirc Defense #4
17,draw,30+0,2160,1925,Philidor Defense
127,draw,30+0,1986,1925,Italian Game
78,black,10+0,1777,1925,Scandinavian Defense: Mieses-Kotroc Variation
48,black,10+0,1932,2075,Queen's Pawn Game: Chigorin Variation
24,black,10+0,1319,1932,Queen's Pawn Game #2
68,black,10+0,1941,2034,Queen's Pawn Game: Zukertort Variation
43,white,10+0,1967,1411,Queen's Pawn Game: Zukertort Variation
150,black,10+0,1972,1959,Indian Game
20,black,10+0,1970,1959,Philidor Defense #3
26,black,10+0,1955,1946,Philidor Defense #3
87,white,10+0,1929,2046,Caro-Kann Defense
21,white,10+0,1834,1930,Philidor Defense #2
57,white,10+0,1846,1947,Philidor Defense #3
105,draw,10+0,1938,1980,Queen's Pawn Game: Chigorin Variation
85,white,10+0,1919,1994,Queen's Pawn Game #2
97,draw,10+0,1996,1916,Italian Game
62,black,10+0,1928,1988,Indian Game
36,black,10+0,1023,1821,Philidor Defense #3
28,black,10+0,1030,1501,Scandinavian Defense
63,black,11+11,1043,1701,Owen Defense
22,black,15+0,1049,1539,Sicilian Defense: Bowdler Attack
9,white,15+0,1570,1750,Queen's Pawn Game
27,white,10+0,1661,1666,Italian Game: Anti-Fried Liver Defense
131,white,6+5,1575,1527,Four Knights Game: Italian Variation
30,white,6+5,1512,1254,French Defense: Normal Variation
42,black,6+5,1626,1353,Queen's Pawn Game
39,black,10+10,1873,1884,Owen Defense
81,white,10+0,1873,1525,Scandinavian Defense: Mieses-Kotroc Variation
140,draw,10+0,1542,1537,Sicilian Defense: Bowdler Attack
39,white,10+0,1518,1410,Four Knights Game: Italian Variation
48,black,10+0,1626,1503,Sicilian Defense: Old Sicilian
96,black,10+0,1519,1547,Italian Game: Anti-Fried Liver Defense
112,black,10+0,1521,1892,Queen's Pawn Game: Chigorin Variation
71,white,10+0,1502,1635,Queen's Pawn Game: Chigorin Variation
94,black,10+0,1351,1498,Sicilian Defense: Bowdler Attack
35,white,10+0,1504,1509,Sicilian Defense: Old Sicilian
147,white,10+0,1651,1550,Sicilian Defense
35,white,10+0,1651,1740,French Defense: Knight Variation
24,white,180+180,1681,1388,Sicilian Defense
47,white,15+5,1636,1364,Scandinavian Defense: Mieses-Kotroc Variation
15,white,10+0,1417,1213,Scotch Game
98,black,10+0,1013,1206,Bishop's Opening
43,white,10+0,1194,1356,Queen's Pawn Game: Chigorin Variation
63,white,10+0,1171,1408,King's Pawn Game: Leonardis Variation
9,white,10+0,1455,1177,Italian Game
99,black,10+0,1295,1153,King's Pawn Game: Leonardis Variation
65,white,15+0,1307,1518,Sicilian Defense
38,black,15+0,1574,1260,Van't Kruijs Opening
38,black,15+0,1267,1552,Sicilian Defense
60,black,15+0,1279,1629,Queen's Gambit Declined
48,black,15+0,1285,1623,Four Knights Game: Italian Variation
136,black,15+0,1271,1549,Four Knights Game: Italian Variation
30,black,10+0,1217,1219,Horwitz Defense
34,black,10+0,1231,1205,Queen's Gambit Declined
49,white,10+0,1169,1276,French Defense: Knight Variation
37,white,10+0,1385,1291,French Defense: Knight Variation
31,white,10+0,1366,1308,French Defense: Knight Variation
72,black,10+0,1303,1354,King's Pawn Game: Leonardis Variation
85,white,10+0,1344,1313,French Defense #2
64,white,15+8,1819,1128,Italian Game
20,white,15+11,1242,1176,Four Knights Game: Italian Variation
20,black,10+8,1156,1297,Philidor Defense
11,white,10+0,1329,1166,King's Pawn Game: Leonardis Variation
63,white,15+0,1445,1172,Scotch Game
129,white,15+0,1381,1163,King's Pawn Game: Wayward Queen Attack
33,black,12+0,1171,1648,Four Knights Game: Italian Variation
22,black,20+7,1171,1500,French Defense: Knight Variation
60,black,10+3,1172,1760,Scotch Game
62,black,15+0,1190,1337,Philidor Defense
40,black,20+5,1158,1521,Giuoco Piano
107,black,5+8,1162,1606,Philidor Defense #3
41,white,10+3,1561,1166,Scotch Game
37,white,8+3,1939,1167,King's Pawn Game: Wayward Queen Attack
23,white,40+10,1510,1171,Queen's Gambit Refused: Marshall Defense
51,white,10+0,1573,1179,Italian Game
47,black,10+0,1184,1500,Van't Kruijs Opening
40,black,10+0,1420,1964,Giuoco Piano
146,black,10+0,1987,1900,Scotch Game
45,white,10+0,1983,1764,Sicilian Defense: Bowdler Attack
29,white,10+3,1955,1454,French Defense: Normal Variation
20,white,10+0,1971,1184,Sicilian Defense: Bowdler Attack
39,white,10+0,1971,1317,Scandinavian Defense: Mieses-Kotroc Variation
57,white,10+0,1972,1643,Italian Game: Anti-Fried Liver Defense
48,black,10+0,1872,1973,Scotch Game
29,white,10+0,2007,2005,Owen Defense
33,white,15+15,1754,1500,Scandinavian Defense
